transaction_id,user_id,item_id,quantity,price,rating,timestamp,payment_method
T000882,U0441,P0285,5,353.55,1,2026-01-22 21:12:52,upi
T000883,U0649,P0056,5,383.78,5,2026-01-26 10:29:35,paypal
T000884,U0032,P0177,2,53.64,2,2026-01-26 07:54:22,upi
T000885,U0007,P0266,1,208.42,3,2026-02-02 20:16:20,credit_card
T000886,U0260,P0131,4,421.52,5,2026-04-19 02:44:39,wallet
T000887,U0512,P0465,1,135.76,5,2026-02-19 09:56:45,upi
T000888,U0578,P0167,3,147.44,3,2026-01-23 14:42:25,credit_card
T000889,U0605,P0349,3,416.03,5,2026-01-24 15:04:19,debit_card
T000890,U0709,P0484,4,138.52,4,2026-03-16 21:37:52,wallet
T000891,U0226,P0351,5,322.46,3,2026-04-03 23:48:22,credit_card
T000892,U0499,P0133,2,308.11,3,2026-01-30 11:06:23,debit_card
T000893,U0682,P0317,1,152.27,3,2026-03-19 23:41:07,upi
T000894,U0930,P0221,2,164.94,2,2026-04-16 22:49:55,wallet
T000895,U0295,P0233,4,378.85,5,2026-01-30 21:51:57,paypal
T000896,U0200,P0023,1,201.47,3,2026-03-24 05:03:36,wallet
T000897,U0646,P0206,1,240.01,3,2026-04-16 13:39:54,wallet
T000898,U0328,P0299,1,76.03,4,2026-02-05 22:09:50,upi
T000899,U0981,P0199,1,69.27,4,2026-03-10 04:59:30,wallet
T000900,U0409,,1,386.32,3,2026-04-06 19:00:31,debit_card
T000901,U0277,P0414,4,439.3,5,2026-04-10 15:02:21,upi
T000902,U0667,P0024,1,203.96,4,2026-02-09 18:07:06,upi
T000903,U0842,P0351,3,31.95,1,2026-03-07 18:06:14,debit_card
T000904,U0212,P0045,2,167.92,3,2026-02-11 07:23:37,paypal
T000905,U0156,P0175,4,417.26,1,2026-03-27 11:41:17,wallet
T000906,U0858,P0318,3,,1,2026-03-18 06:32:40,credit_card
T000907,U0371,P0490,1,176.34,2,2026-01-21 22:47:22,paypal
T000908,U0930,P0375,2,171.92,1,2026-02-13 04:20:01,wallet
T000909,U0279,P0191,4,18.16,5,2026-04-09 08:22:18,paypal
T000910,U0680,P0077,2,83.22,1,2026-01-20 22:00:37,credit_card
T000911,U0905,P0076,5,142.73,3,2026-02-17 03:58:07,paypal
T000912,U0931,P0358,1,147.71,1,2026-03-29 17:40:32,wallet
T000913,U0228,P0136,2,343.65,4,2026-03-22 21:32:40,wallet
T000914,U0155,P0353,3,32.11,2,2026-02-01 04:10:41,upi
T000915,U0953,P0272,2,121.76,-2,2026-03-23 22:40:19,wallet
T000916,U0887,P0349,5,49.6,1,2026-04-13 00:33:50,credit_card
T000917,U0824,P0349,5,197.6,3,2026-02-09 14:52:09,paypal
T000918,U0475,P0266,5,379.86,4,2026-02-16 12:06:20,paypal
T000919,U0517,P0243,4,486.48,3,2026-02-05 15:10:58,debit_card
T000920,U0786,P0360,0,256.11,5,2026-02-07 07:06:54,upi
T000921,U0844,P0321,2,164.14,3,2026-02-12 04:40:11,paypal
T000922,U0208,P0168,1,43.13,4,2026-03-28 20:17:00,debit_card
T000923,U0567,P0013,3,32.57,2,2026-02-21 12:14:53,paypal
T000924,U0236,P0284,5,101.48,4,2026-02-09 00:15:32,paypal
T000925,U0452,P0204,4,223.22,4,2026-04-20 01:36:41,wallet
T000926,U0132,P0277,5,485.24,3,2026-03-02 18:13:28,upi
T000927,U0081,P0371,2,37.25,4,2026-03-01 07:33:31,credit_card
T000928,U0701,P0432,2,361.22,4,2026-04-01 13:06:13,wallet
T000929,U0195,,3,390.8,10,2026-03-11 04:40:28,credit_card
T000930,U0673,P0336,1,245.57,3,2026-01-30 09:21:15,paypal
T000931,U0226,P0002,1,17.46,4,2026-01-30 10:05:54,paypal
T000932,U0365,P0073,5,396.34,5,2026-03-09 11:08:13,paypal
T000933,U0725,P0237,3,142.9,2,2026-02-16 02:31:00,wallet
T000934,U0815,P0314,4,57.38,1,2026-04-17 13:11:43,debit_card
T000935,U0233,P0420,2,444.71,5,2026-03-18 05:59:38,wallet
T000936,U0443,P0432,5,239.03,1,2026-01-23 01:39:51,debit_card
T000937,U0811,,3,120.88,3,2026-04-06 21:49:57,upi
T000938,U0374,P0379,5,353.5,5,2026-03-13 22:49:28,credit_card
T000939,U0752,P0272,5,258.23,4,2026-03-26 14:41:23,credit_card
T000940,U0971,P0364,2,66.65,5,2026-04-05 05:35:12,upi
T000941,U0622,P0131,2,233.61,2,2026-03-26 04:38:40,upi
T000942,U0925,P0148,5,435.07,2,2026-02-16 04:16:44,debit_card
T000943,U0172,P0096,2,436.76,3,2026-02-22 20:16:14,credit_card
T000944,U0952,P0451,4,16.75,4,2026-02-15 04:17:01,paypal
T000945,U0750,P0483,5,116.99,4,2026-04-01 16:52:08,paypal
T000946,U0471,P0242,4,135.36,4,2026-01-22 08:03:10,upi
T000947,U0395,P0211,3,207.09,1,2026-04-16 16:21:28,upi
T000948,U0986,P0368,2,89.41,5,2026-02-08 04:22:27,debit_card
T000949,U0807,P0352,5,72.26,5,2026-02-16 18:19:47,upi
T000950,U0886,P0491,5,90.87,5,2026-02-22 16:01:59,debit_card
T000951,U0437,P0134,2,303.36,2,2026-01-21 10:53:58,paypal
T000952,U0660,P0301,4,289.26,1,2026-03-12 14:35:45,upi
T000953,U0034,P0455,3,276.11,0,2026-02-01 06:36:56,debit_card
T000954,U0259,P0335,3,110.74,3,2026-03-27 10:05:22,wallet
T000955,U0900,P0288,1,65.11,5,2026-04-14 11:15:38,upi
T000956,U0360,P0051,2,483.77,2,2026-02-04 01:03:32,upi
T000957,U0768,P0121,4,283.09,1,2026-03-21 00:41:27,paypal
T000958,U0573,P0364,2,396.75,3,2026-04-10 19:15:40,credit_card
T000959,U0086,P0353,4,366.04,5,2026-03-05 13:09:33,wallet
T000960,U0826,P0321,3,290.63,3,2026-02-10 02:40:01,wallet
T000961,U0253,P0256,5,379.81,1,2026-02-15 14:55:54,debit_card
T000962,U0932,P0353,4,174.86,4,2026-02-11 17:47:56,upi
T000963,U0473,P0219,5,251.26,4,2026-03-07 20:40:43,debit_card
T000964,U0370,P0404,5,218.32,2,2026-02-28 03:15:04,upi
T000965,U0264,P0305,1,296.56,2,2026-04-01 00:51:18,wallet
T000966,U0669,P0279,3,97.79,10,2026-02-05 06:59:24,debit_card
T000967,U0623,P0311,1,342.99,4,2026-03-12 04:11:10,paypal
T000968,U0887,P0015,1,56.05,1,2026-02-17 22:12:06,credit_card
T000969,U0343,P0158,5,483.84,3,2026-02-25 06:40:42,debit_card
T000970,,P0498,3,254.7,2,2026-01-29 09:31:21,wallet
T000971,U0619,P0007,1,11.24,5,2026-03-11 03:32:26,upi
T000972,U0796,P0420,3,414.5,5,2026-01-22 11:21:16,wallet
T000973,U0585,P0490,1,177.89,4,2026-02-17 19:18:29,credit_card
T000974,U0391,P0233,5,469.92,4,2026-03-20 08:24:59,upi
T000975,U0463,P0093,1,296.18,4,2026-02-04 01:38:25,debit_card
T000976,U0780,P0100,4,98.79,3,2026-02-17 06:18:54,credit_card
T000977,U0373,P0261,4,288.13,4,2026-02-09 09:43:10,paypal
T000978,U0636,P0241,1,335.64,3,2026-03-07 16:09:46,wallet
T000979,U0201,P0081,4,238.78,1,2026-02-03 12:13:13,paypal
T000980,U0695,P0317,1,418.43,4,2026-04-16 18:10:22,debit_card
T000981,U0641,P0414,2,367.78,4,2026-01-20 21:20:39,upi
T000982,U0521,P0175,4,259.11,5,2026-04-12 20:02:08,upi
T000983,U0773,P0033,1,464.67,5,2026-03-04 22:01:32,upi
T000984,U0206,P0483,3,255.47,4,2026-04-05 10:40:49,debit_card
T000985,U0972,P0357,2,496.5,4,2026-02-24 09:53:11,upi
T000986,U0053,P0087,4,108.37,4,2026-03-11 17:56:31,upi
T000987,U0907,P0411,3,301.32,3,2026-03-03 18:52:07,upi
T000988,U0672,P0380,4,198.66,3,2026-04-04 23:02:50,paypal
T000989,U0996,P0227,1,180.95,2,2026-02-24 16:08:31,paypal
T000990,U0885,P0164,1,361.28,2,2026-02-21 00:51:22,paypal
T000991,U0248,P0227,4,93.13,1,2026-04-01 09:56:08,wallet
T000992,U0626,P0204,3,440.46,5,2026-02-22 12:06:56,credit_card
T000993,U0243,P0226,3,147.03,1,2026-03-22 19:06:49,credit_card
T000994,U0384,P0118,5,115.8,5,2026-03-08 14:40:10,wallet
T000995,U0194,P0096,5,69.22,4,2026-04-06 13:49:37,paypal
T000996,U1000,P0380,5,31.02,3,2026-01-23 17:17:02,debit_card
T000997,U0470,P0108,1,484.12,3,2026-01-31 12:48:24,credit_card
T000998,U0740,P0451,4,117.03,3,2026-01-23 11:26:26,credit_card
T000999,U0047,P0411,2,209.73,5,2026-02-18 19:24:16,upi
T001000,U0647,P0298,4,110.93,3,2026-03-11 17:00:47,
T001001,U0664,P0219,3,348.91,4,2026-03-16 01:21:34,debit_card
T001002,U0224,P0436,2,452.68,2,2026-04-03 22:32:56,upi
T001003,U0271,P0058,3,301.37,10,2026-04-20 20:57:20,paypal
T001004,U0838,P0418,1,36.15,1,2026-01-22 06:31:07,upi
T001005,U0447,P0023,4,404.06,1,2026-04-17 21:42:41,paypal
T001006,U0118,P0201,3,488.61,3,2026-04-05 16:48:07,upi
T001007,U0580,P0325,4,109.07,2,2026-02-19 00:47:27,upi
T001008,U0090,P0135,3,115.33,3,2026-03-18 23:51:31,paypal
T001009,U0277,P0362,4,268.77,2,2026-03-04 00:50:05,paypal
T001010,U0685,P0388,2,210.85,2,2026-03-20 01:03:20,upi
T001011,U0882,P0271,4,173.72,4,2026-01-27 17:30:30,credit_card
T001012,U0652,P0434,5,343.3,1,2026-02-09 21:50:05,debit_card
T001013,U0245,P0453,4,-10.5,2,2026-04-02 03:59:50,debit_card
T001014,U0193,P0252,4,134.24,5,2026-04-12 21:25:03,wallet
T001015,U0989,P0153,1,352.94,2,2026-02-20 18:08:23,upi
T001016,U0958,P0257,4,14.4,5,2026-01-21 17:48:50,wallet
T001017,U0068,P0389,1,317.7,4,2026-04-12 13:13:47,credit_card
T001018,U0908,P0016,4,140.99,4,2026-01-24 16:34:06,wallet
T001019,U0210,P0390,5,343.56,3,2026-03-17 19:19:47,paypal
T001020,U0525,P0497,2,404.71,2,2026-02-21 18:50:35,paypal
T001021,U0474,P0110,4,465.55,3,2026-04-14 10:22:02,credit_card
T001022,U0889,P0150,3,313.89,4,2026-02-12 18:43:00,credit_card
T001023,U0630,P0006,2,67.67,4,2026-03-31 18:25:28,debit_card
T001024,U0811,P0340,4,403.76,3,2026-02-20 03:00:40,upi
T001025,U0505,P0382,5,169.55,5,2026-03-25 09:43:13,paypal
T001026,U0274,P0456,1,279.9,5,2026-03-01 21:23:41,debit_card
T001027,U0025,P0103,2,-100.0,1,2026-03-20 22:48:14,paypal
T001028,,P0003,3,85.71,5,2026-04-09 01:58:09,credit_card
T001029,U0762,P0186,2,111.29,1,2026-02-05 22:06:07,wallet
T001030,U0675,P0319,4,196.74,2,2026-01-22 21:51:35,debit_card
T001031,U0933,P0126,3,426.35,4,2026-03-06 09:38:19,credit_card
T001032,U0251,P0016,4,302.65,6,2026-02-04 12:51:37,paypal
T001033,U0825,P0407,1,404.11,4,2026-02-15 05:56:50,credit_card
T001034,U0121,P0075,5,185.07,1,2026-04-01 11:52:56,credit_card
T001035,U0023,P0150,2,108.23,5,2026-02-06 01:25:09,upi
T001036,U0956,P0265,2,405.8,1,2026-02-27 19:14:11,credit_card
T001037,U0801,P0355,1,287.64,1,2026-03-05 10:49:30,wallet
T001038,U0295,P0363,4,116.58,5,2026-03-06 16:08:45,upi
T001039,U0615,P0229,2,297.59,5,2026-02-08 09:51:46,cheque
T001040,U0654,P0349,3,125.98,1,2026-03-08 03:04:54,wallet
T001041,U0161,P0249,2,431.19,2,2026-03-26 05:01:38,upi
T001042,U0955,P0141,2,297.57,1,2026-03-25 12:29:56,debit_card
T001043,U0892,P0186,3,326.8,4,2026-03-28 19:08:57,credit_card
T001044,U0345,P0464,3,299.96,2,2026-01-26 18:41:19,credit_card
T001045,U0589,P0217,5,170.89,3,2026-02-22 18:16:12,upi
T001046,U0397,P0053,3,17.3,3,2026-03-26 20:11:07,paypal
T001047,U0600,P0379,1,443.54,3,2026-01-23 18:35:01,wallet
T001048,U0140,P0336,3,151.17,3,2026-01-25 08:38:26,paypal
T001049,U0028,P0228,4,301.87,3,2026-03-05 12:49:36,wallet
T001050,U0715,P0410,2,190.45,3,2026-03-26 18:35:48,credit_card
T001051,U0880,P0032,5,380.75,2,2026-04-14 05:33:14,upi
T001052,U0450,P0398,3,157.01,4,2026-04-10 18:04:57,upi
T001053,U0279,P0191,5,438.2,3,2026-02-25 04:16:37,debit_card
T001054,U0223,P0264,4,82.71,3,2026-04-05 09:02:27,upi
T001055,U0611,P0241,5,28.88,4,2026-01-27 10:22:38,paypal
T001056,U0915,P0187,5,491.8,5,2026-02-28 20:43:24,upi
T001057,U0473,P0459,3,461.79,1,2026-03-16 15:31:25,debit_card
T001058,U0203,P0348,5,177.05,4,2026-04-14 17:47:19,credit_card
T001059,U0158,P0169,3,297.2,3,2026-01-23 06:08:39,upi
T001060,U0442,P0229,3,315.79,1,2026-03-09 10:57:49,credit_card
T001061,U0802,P0080,2,250.5,4,2026-03-11 13:07:24,debit_card
T001062,U0825,P0033,3,410.35,1,2026-04-18 22:51:02,debit_card
T001063,U0283,P0053,4,454.14,1,2026-01-27 12:20:31,paypal
T001064,U0984,P0187,3,282.29,-1,2026-03-06 12:56:55,wallet
T001065,U0987,P0173,3,462.58,2,2026-02-04 15:26:09,wallet
T001066,U0980,P0497,2,109.73,4,2026-04-19 15:05:44,upi
T001067,U0522,P0028,5,411.98,5,2026-03-06 00:16:59,paypal
T001068,U0823,P0381,5,54.91,5,2026-03-14 01:51:00,paypal
T001069,U0206,P0041,4,53.51,3,2026-04-17 17:10:06,wallet
T001070,U0329,P0393,2,-100.0,5,2026-03-19 21:13:44,debit_card
T001071,U0229,P0201,5,198.02,1,2026-04-08 08:49:54,credit_card
T001072,U0685,P0349,4,27.66,5,2026-03-27 18:25:46,wallet
T001073,U0359,P0331,1,489.96,1,2026-03-08 13:32:13,wallet
T001074,U0202,P0306,1,55.49,3,2026-02-15 06:18:23,credit_card
T001075,U0166,P0208,3,33.76,5,2026-04-20 06:54:45,debit_card
T001076,U0725,,5,222.38,4,2026-04-05 01:32:59,debit_card
T001077,U0932,P0002,2,276.24,4,2026-03-27 06:10:24,credit_card
T001078,U0574,P0273,5,113.51,3,2026-02-25 16:22:35,wallet
T001079,U0102,P0386,4,388.73,4,2026-03-12 09:02:46,paypal
T001080,U0902,P0432,2,372.18,5,2026-02-18 10:53:07,wallet
T001081,U0717,P0048,2,154.03,4,2026-03-16 10:38:06,upi
T001082,U0285,P0077,4,160.41,1,2026-02-21 16:51:39,wallet
T001083,U0199,P0393,2,383.2,5,2026-03-16 14:47:56,debit_card
T001084,U0453,P0305,3,263.96,5,2026-03-21 16:09:07,paypal
T001085,U0280,P0313,5,92.69,4,2026-03-28 16:14:00,credit_card
T001086,U0314,P0478,3,198.17,0,2026-02-16 20:43:04,wallet
T001087,U0721,P0172,2,55.01,3,2026-03-03 15:54:59,upi
T001088,U0319,P0335,2,106.03,3,2026-01-21 05:33:21,upi
T001089,U0812,P0407,5,381.91,5,2026-04-02 13:39:16,paypal
T001090,U0785,P0490,5,200.41,4,2026-04-15 18:54:33,credit_card
T001091,U0982,P0460,1,334.03,5,2026-02-12 05:03:52,wallet
T001092,U0801,P0405,2,129.07,2,2026-02-23 13:58:13,wallet
T001093,U0503,P0071,2,452.62,2,2026-03-20 07:33:55,debit_card
T001094,U0498,P0362,5,389.03,1,2026-03-10 02:20:30,debit_card
T001095,U0528,P0212,4,460.76,5,2026-03-02 18:03:01,wallet
T001096,U0251,P0027,3,395.74,3,2026-04-04 14:01:08,paypal
T001097,U0692,P0398,4,334.67,3,2026-03-19 18:17:32,upi
T001098,U0576,P0347,1,36.51,3,2026-03-04 02:26:35,debit_card
T001099,U0939,P0203,4,329.31,3,2026-04-11 09:18:02,wallet
T001100,U0271,P0110,4,458.59,2,2026-03-20 01:19:33,paypal
T001101,U0421,P0055,3,481.44,3,2026-02-13 09:08:59,paypal
T001102,U0182,P0022,1,153.0,1,2026-04-17 18:34:20,upi
T001103,U0454,P0129,4,360.53,3,2026-02-06 01:50:46,debit_card
T001104,U0334,,5,55.42,5,2026-03-05 23:56:06,credit_card
T001105,U0824,P0175,4,193.29,1,2026-02-19 08:08:53,paypal
T001106,U0901,P0437,5,166.56,5,2026-01-31 22:47:19,paypal
T001107,U0193,P0468,2,418.15,5,2026-03-25 17:19:23,upi
T001108,U0421,P0364,2,101.22,4,2026-04-15 21:31:09,credit_card
T001109,U0799,P0143,2,111.53,5,2026-02-01 00:03:24,upi
T001110,U0042,P0472,5,311.65,1,2026-03-23 01:34:24,credit_card
T001111,U0373,P0078,2,305.54,5,2026-02-23 12:43:39,upi
T001112,U0922,P0430,3,294.39,4,2026-03-07 22:30:20,wallet
T001113,U0022,P0171,2,241.81,2,2026-03-05 22:26:35,wallet
T001114,U0440,P0049,1,402.87,2,2026-03-01 18:20:34,debit_card
T001115,U0046,P0160,1,317.48,4,2026-03-07 04:29:47,debit_card
T001116,U0042,P0220,1,15.31,2,2026-02-06 03:57:32,upi
T001117,U0563,P0301,4,150.88,2,2026-03-19 04:00:48,paypal
T001118,U0458,P0123,2,,2,2026-01-30 22:11:40,debit_card
T001119,U0455,P0145,2,401.93,2,2026-03-13 15:28:23,upi
T001120,U0360,P0204,-1,96.01,2,2026-03-12 03:08:50,upi
T001121,,P0183,3,259.99,4,2026-02-07 09:07:19,upi
T001122,U0334,P0170,3,83.4,4,2026-02-06 01:58:16,debit_card
T001123,U0415,P0323,4,376.22,2,2026-03-19 11:26:07,credit_card
T001124,U0008,P0004,3,452.68,0,2026-03-31 17:44:48,credit_card
T001125,U0437,P0297,1,166.41,1,2026-01-29 06:28:28,credit_card
T001126,U0715,P0268,1,426.2,4,2026-04-18 21:48:09,debit_card
T001127,U0830,P0093,2,188.84,2,2026-04-03 08:21:38,debit_card
T001128,U0018,P0323,3,143.6,3,2026-04-04 11:38:20,credit_card
T001129,U0892,P0446,4,172.12,1,2026-03-17 21:10:42,paypal
T001130,U0193,P0075,1,356.07,2,2026-01-24 05:23:06,paypal
T001131,U0181,P0203,3,212.01,5,2026-03-03 22:52:03,paypal
T001132,U0757,P0057,5,22.03,1,2026-02-27 02:30:20,credit_card
T001133,U0331,P0364,3,276.74,1,2026-03-01 03:35:14,credit_card
T001134,U0622,P0114,2,149.37,3,2026-02-20 08:09:55,upi
T001135,U0208,P0392,2,13.19,4,2026-04-20 13:24:34,paypal
T001136,U0199,P0239,1,-10.5,5,2026-02-25 04:21:05,upi
T001137,U0790,P0135,2,230.91,4,2026-01-24 23:17:38,debit_card
T001138,U0099,P0403,4,15.25,3,2026-03-17 02:14:19,credit_card
T001139,U0839,P0095,3,354.84,5,2026-02-10 20:05:25,debit_card
T001140,U0884,P0109,5,374.98,1,2026-03-18 23:22:20,wallet
T001141,U0384,P0195,5,63.14,4,2026-04-07 16:10:54,paypal
T001142,U0038,P0182,5,56.25,2,2026-04-18 20:29:27,debit_card
T001143,U0032,P0391,1,,3,2026-03-07 21:28:08,credit_card
T001144,U0794,P0194,5,386.85,2,2026-02-20 23:40:57,credit_card
T001145,U0500,P0302,2,497.56,4,2026-02-25 23:25:55,upi
T001146,U0029,P0266,5,359.56,3,2026-02-27 01:34:17,upi
T001147,U0359,P0361,3,464.76,3,2026-02-08 12:09:44,wallet
T001148,U0208,P0477,3,238.87,4,2026-03-09 13:25:22,credit_card
T001149,U0591,P0134,4,98.16,1,2026-03-21 19:35:14,paypal
T001150,U0436,P0076,2,230.58,5,2026-04-14 05:49:46,upi
T001151,U0027,P0390,2,489.31,4,2026-01-28 04:24:56,wallet
T001152,U0447,P0263,1,372.36,10,2026-04-07 08:01:12,bitcoin
T001153,U0859,P0002,5,328.18,5,2026-02-24 20:49:03,credit_card
T001154,U0835,P0285,1,330.3,1,2026-01-26 07:08:50,debit_card
T001155,U0512,P0354,4,336.72,5,2026-01-23 12:33:03,wallet
T001156,U0473,P0239,4,427.06,1,2026-01-30 10:06:16,wallet
T001157,U0476,P0069,4,258.2,1,2026-02-02 20:30:15,paypal
T001158,U0438,P0332,5,455.29,3,2026-03-16 01:01:32,upi
T001159,U0461,P0104,3,481.26,3,2026-03-10 20:29:44,credit_card
T001160,U0608,P0419,2,83.16,3,2026-02-04 07:27:04,paypal
T001161,U0411,P0123,5,467.54,4,2026-02-25 19:19:12,wallet
T001162,U0179,P0181,1,33.87,3,2026-02-02 15:27:09,upi
T001163,U0765,P0137,5,213.87,4,2026-02-13 13:13:13,wallet
T001164,U0124,P0283,2,368.1,4,2026-03-24 09:32:39,wallet
T001165,U0461,P0484,3,254.57,5,2026-02-19 13:36:36,wallet
T001166,U0951,P0319,3,330.76,3,2026-02-16 19:33:11,debit_card
T001167,U0382,P0198,5,293.56,4,2026-02-04 06:27:37,paypal
T001168,U0149,P0396,1,422.75,5,2026-02-14 02:14:31,bitcoin
T001169,U0914,P0131,4,323.8,1,2026-02-08 13:53:27,upi
T001170,U0115,P0296,1,288.61,5,2026-04-03 06:53:12,debit_card
T001171,U0379,P0123,1,114.31,1,2026-02-20 20:12:39,upi
T001172,U0571,P0111,1,167.26,-1,2026-03-28 04:49:40,wallet
T001173,U0817,P0378,4,193.22,2,2026-03-03 12:04:08,debit_card
T001174,U0434,P0354,2,36.1,5,2026-04-16 10:04:36,wallet
T001175,U0980,P0252,3,245.23,1,2026-02-03 06:46:58,wallet
T001176,U0162,P0207,5,428.7,5,2026-02-14 10:34:21,cheque
T001177,U0126,P0232,2,289.59,2,2026-02-05 05:00:15,wallet
T001178,U0227,P0043,4,325.95,5,2026-03-16 12:13:13,credit_card
T001179,U0813,P0126,5,329.0,4,2026-03-08 23:27:12,credit_card
T001180,U0324,P0167,0,349.43,4,2026-03-22 20:28:53,credit_card
T001181,U0470,P0154,2,46.34,2,2026-04-15 10:58:07,debit_card
T001182,U0310,P0329,3,111.13,2,2026-03-25 02:47:05,credit_card
T001183,U0707,P0170,4,0.0,5,2026-02-07 16:43:38,debit_card
T001184,U0052,P0317,3,262.63,2,2026-03-09 21:32:12,paypal
T001185,U0462,P0330,3,495.99,2,2026-04-08 09:20:30,debit_card
T001186,U0205,P0296,1,209.4,4,2026-03-19 00:10:24,wallet
T001187,U0550,P0162,3,18.12,5,2026-02-23 08:17:42,wallet
T001188,U0659,P0469,3,140.35,1,2026-01-27 02:27:21,credit_card
T001189,U0308,P0075,4,391.97,5,2026-03-21 09:28:56,wallet
T001190,U0198,P0179,3,422.33,2,2026-02-03 00:03:03,credit_card
T001191,U0872,P0269,1,,5,2026-03-14 22:15:23,wallet
T001192,U0657,P0059,2,480.1,5,2026-02-20 13:27:38,unknown
T001193,U0995,P0489,3,112.97,3,2026-03-25 23:05:20,credit_card
T001194,U0104,P0046,3,361.15,1,2026-02-13 10:54:24,upi
T001195,U0379,P0203,1,325.08,4,2026-02-25 05:52:31,upi
T001196,U0192,P0155,3,455.21,3,2026-03-14 05:55:21,credit_card
T001197,U0934,P0092,1,416.96,3,2026-04-20 09:07:34,upi
T001198,U0638,P0364,2,80.6,2,2026-04-02 10:21:28,credit_card
T001199,U0502,P0429,1,377.87,2,2026-04-15 10:44:39,debit_card
T001200,U0283,P0198,4,457.4,5,2026-03-04 09:26:12,upi
T001201,U0702,P0026,1,214.39,0,2026-04-03 19:07:56,credit_card
T001202,U0053,P0227,5,497.65,3,2026-02-02 14:14:33,debit_card
T001203,U0346,P0069,1,137.28,1,2026-02-11 00:00:59,debit_card
T001204,U0170,P0150,1,248.93,4,2026-01-28 13:56:36,wallet
T001205,U0043,P0464,5,175.34,3,2026-04-15 03:07:38,wallet
T001206,U0750,P0489,3,142.21,2,2026-02-16 07:10:28,upi
T001207,U0402,P0185,1,78.83,3,2026-04-06 02:27:06,paypal
T001208,U0927,P0221,3,280.44,4,2026-04-12 22:18:17,credit_card
T001209,U0683,P0192,4,278.91,5,2026-01-27 11:59:08,debit_card
T001210,U0756,P0412,3,300.4,2,2026-01-30 21:17:43,credit_card
T001211,U0659,P0352,1,328.7,2,2026-04-03 21:13:21,unknown
T001212,U0277,P0258,1,152.19,3,2026-01-20 03:03:41,debit_card
T001213,U0836,P0263,3,349.75,4,2026-04-03 21:09:23,debit_card
T001214,U0595,P0062,3,428.81,4,2026-03-02 05:36:03,credit_card
T001215,U0928,P0062,2,412.19,1,2026-02-02 16:23:31,paypal
T001216,U0912,P0022,2,35.3,5,2026-04-12 11:01:18,paypal
T001217,U0447,P0317,5,261.61,5,2026-03-11 14:40:54,paypal
T001218,U0640,P0153,5,46.31,5,2026-02-07 16:52:12,debit_card
T001219,U0963,P0410,5,71.07,4,2026-03-19 11:54:13,wallet
T001220,U0975,P0053,4,162.96,3,2026-04-18 23:16:29,wallet
T001221,U0127,P0466,3,103.78,2,2026-02-03 20:22:47,credit_card
T001222,U0914,P0049,1,103.44,5,2026-03-01 05:00:08,debit_card
T001223,U0105,P0184,4,416.12,5,2026-02-10 08:35:09,paypal
T001224,U0188,P0279,3,467.7,1,2026-02-05 05:22:19,paypal
T001225,U0405,P0090,4,243.54,1,2026-04-10 08:50:10,debit_card
T001226,U0011,P0072,3,130.98,3,2026-02-09 08:48:05,wallet
T001227,U0435,P0226,1,408.64,4,2026-03-10 01:04:44,paypal
T001228,U0792,P0069,5,460.17,2,2026-04-13 23:06:02,wallet
T001229,U0770,P0275,4,323.5,4,2026-04-20 14:23:11,upi
T001230,U0310,P0027,5,353.39,4,2026-03-23 04:52:55,credit_card
T001231,U0041,P0230,0,97.45,3,2026-04-18 01:53:04,credit_card
T001232,U0247,P0427,2,352.49,3,2026-01-29 00:40:47,wallet
T001233,U0732,P0442,4,483.6,2,2026-02-25 16:49:08,debit_card
T001234,U0353,P0142,2,221.81,3,2026-01-28 15:54:21,wallet
T001235,U0607,P0344,2,,4,2026-03-16 08:31:02,wallet
T001236,U0565,P0164,2,117.57,1,2026-03-31 06:09:45,wallet
T001237,U0591,P0098,4,327.57,2,2026-03-19 19:59:55,upi
T001238,U0529,P0011,4,443.47,1,2026-02-24 06:34:37,debit_card
T001239,U0361,P0463,4,388.9,2,2026-01-30 18:58:16,wallet
T001240,U0617,P0189,5,125.28,1,2026-03-15 21:03:57,wallet
T001241,U0192,P0346,1,-100.0,3,2026-02-20 11:22:34,upi
T001242,U0738,P0030,3,13.35,4,2026-04-13 00:07:12,upi
T001243,U0491,P0192,1,364.37,5,2026-02-27 20:37:11,paypal
T001244,U0675,P0296,5,309.86,4,2026-02-14 12:36:56,upi
T001245,U0387,P0259,4,355.13,4,2026-02-05 02:34:25,debit_card
T001246,,P0479,1,407.81,5,2026-03-06 02:39:22,wallet
T001247,U0800,P0422,3,280.7,3,2026-02-24 06:14:14,debit_card
T001248,U0922,P0190,5,173.08,1,2026-02-14 06:52:43,credit_card
T001249,U0761,P0168,5,42.99,3,2026-02-01 21:11:02,upi
T001250,U0214,P0338,3,-10.5,1,2026-01-23 21:43:24,upi
T001251,U0510,P0159,3,62.55,2,2026-03-15 08:21:05,upi
T001252,U0775,P0183,5,14.81,3,2026-01-23 09:10:05,credit_card
T001253,U0504,P0122,4,442.62,2,2026-02-07 08:38:17,paypal
T001254,,P0215,4,423.21,4,2026-01-25 07:14:06,debit_card
T001255,U0222,P0325,5,64.9,5,2026-01-30 16:04:08,credit_card
T001256,U0909,P0406,5,409.84,5,2026-02-18 12:51:48,paypal
T001257,U0691,P0227,3,439.89,1,2026-01-29 05:52:12,upi
