user_id,item_id,interaction_type,timestamp,session_id,device_type
U0292,P0333,add_to_cart,2026-03-13 06:50:41,S18973,mobile
,P0149,click,2026-04-11 16:34:42,S90967,web
U0279,P0359,purchase,2026-02-13 11:40:27,S12542,mobile
U0051,,click,2026-02-12 03:43:25,S46977,web
U0129,P0367,purchase,2026-01-21 08:28:34,S21822,mobile
U0016,P0253,view,2026-03-04 15:18:02,S50838,web
U0381,P0238,click,2026-03-03 02:55:15,S29148,mobile
U0273,P0398,purchase,2026-01-29 19:46:37,S71623,mobile
U0197,P0459,add_to_cart,2026-03-09 00:27:33,S25985,tablet
U0255,P0198,purchase,2026-02-20 01:13:12,S36106,web
U0753,P0395,click,2026-03-27 07:35:21,S71974,web
U0698,P0493,add_to_cart,2026-03-02 05:46:29,S92465,tablet
U0044,P0382,click,2026-02-21 17:31:15,S93692,web
U0204,P0185,click,2026-04-15 07:55:45,S24801,mobile
U0649,P0223,add_to_cart,2026-01-21 06:05:36,S46188,tablet
U0123,P0203,view,2026-01-21 01:31:44,S86162,tablet
U0487,P0353,view,2026-03-08 03:15:28,S42600,mobile
U0512,P0047,add_to_cart,2026-04-10 02:11:11,S17834,web
U0661,P0079,click,2026-02-05 17:45:42,S40497,web
U0572,P0404,add_to_cart,2026-03-17 07:01:32,S12798,tablet
U0387,P0184,view,2026-02-21 01:26:15,S73609,tablet
U0449,P0287,add_to_cart,2026-03-30 17:50:37,S34874,tablet
U0192,,add_to_cart,2026-03-02 17:03:13,S46087,tablet
U0937,P0441,view,2026-01-28 19:20:17,S30319,web
U0303,P0420,add_to_cart,2026-03-30 13:21:58,S69517,mobile
U0795,P0327,purchase,2026-02-12 00:40:53,S91229,web
U0795,P0318,view,2026-03-02 02:18:22,S96283,tablet
U0839,P0199,view,2026-03-28 18:06:54,S82281,mobile
U0628,P0145,add_to_cart,2026-03-13 23:20:04,S52208,mobile
U0099,,click,2026-01-25 04:43:29,S33414,mobile
U0207,P0055,purchase,2026-02-13 03:35:43,S14170,tablet
U0658,P0429,purchase,2026-04-14 17:50:13,S78920,tablet
U0719,P0303,add_to_cart,2026-01-26 13:20:18,S38930,tablet
U0736,P0037,click,2026-02-15 23:52:30,S74409,mobile
,P0411,click,2026-03-07 20:19:00,S64519,web
U0814,P0363,click,2026-04-08 09:40:40,S79339,mobile
U0752,P0037,add_to_cart,2026-01-29 07:51:38,S78089,mobile
U0104,P0372,view,2026-03-29 14:01:46,S34832,mobile
U0539,P0337,view,2026-04-02 22:46:02,S33448,tablet
U0768,P0286,purchase,2026-02-02 23:15:05,S85571,web
,P0235,purchase,2026-02-02 06:04:24,S33644,tablet
U0412,P0259,add_to_cart,2026-04-14 05:45:32,S79979,tablet
U0454,P0478,add_to_cart,2026-03-01 20:01:40,S52553,web
U0423,P0392,purchase,2026-03-02 22:09:05,S41551,tablet
U0559,P0110,purchase,2026-03-31 09:15:03,S57187,web
U0459,P0492,purchase,2026-01-20 01:15:43,S47287,tablet
U0017,P0266,view,2026-02-27 00:14:20,S49365,mobile
U0220,P0439,add_to_cart,2026-01-22 10:02:50,S82569,tablet
U0570,P0293,view,2026-02-01 01:22:26,S70341,web
U0160,P0071,add_to_cart,2026-03-07 21:11:44,S42749,mobile
U0263,P0416,add_to_cart,2026-01-31 20:46:14,S62402,tablet
,P0112,click,2026-03-02 17:34:06,S32662,web
U0846,P0461,click,2026-04-06 23:23:01,S49373,mobile
U0749,P0414,purchase,2026-01-30 02:02:09,S53829,web
U0901,P0419,purchase,2026-03-14 04:23:19,S39716,tablet
U0669,P0435,click,2026-04-11 23:01:02,S60133,mobile
U0313,P0269,click,2026-03-01 19:39:29,S84044,mobile
U0335,P0258,view,2026-02-08 01:50:21,S98294,tablet
U0403,P0498,purchase,2026-04-06 20:56:39,S76155,mobile
U0228,P0222,add_to_cart,2026-03-11 05:23:20,S27326,web
U0085,P0244,click,2026-03-31 14:32:02,S44413,mobile
U0409,P0257,purchase,2026-04-19 04:44:48,S27677,web
U0573,P0102,purchase,2026-03-11 23:44:51,S84885,mobile
U0575,P0316,view,2026-02-20 02:36:30,S44898,web
U0332,P0351,click,2026-02-03 15:03:29,S65514,web
U0357,P0098,add_to_cart,2026-03-05 21:37:20,S95905,mobile
U0789,P0157,view,2026-03-05 22:26:09,S67961,tablet
U0150,P0226,click,2026-02-18 07:16:13,S99831,web
U0160,P0388,click,2026-02-03 01:59:08,S41856,tablet
U0949,P0076,add_to_cart,2026-01-21 12:29:53,S24585,web
U0461,P0242,click,2026-03-03 07:36:35,S80517,mobile
U0209,P0280,add_to_cart,2026-03-31 17:35:11,S91663,tablet
U0145,P0356,click,2026-03-09 21:13:35,S96969,tablet
U0045,P0131,view,2026-01-27 10:20:26,S36305,tablet
U0633,P0139,click,2026-03-20 23:50:20,S11092,mobile
U0398,P0339,add_to_cart,2026-04-14 13:06:54,S24141,mobile
U0300,P0445,purchase,2026-02-18 13:51:39,S76655,tablet
U0102,P0463,add_to_cart,2026-03-23 21:44:23,S79672,mobile
U0191,P0102,purchase,2026-04-01 00:46:56,S15210,mobile
U0945,P0272,add_to_cart,2026-03-03 17:50:16,S61563,tablet
U0161,P0010,add_to_cart,2026-04-17 12:48:45,S56580,tablet
U0310,P0121,add_to_cart,2026-01-27 22:47:03,S43774,web
U0912,P0418,click,2026-04-01 10:12:05,S39567,mobile
U0350,P0460,purchase,2026-04-14 04:59:51,S21507,tablet
U0392,P0267,view,2026-03-14 08:45:04,S85090,mobile
U0437,P0497,add_to_cart,2026-04-07 11:59:20,S68873,tablet
U0135,P0106,view,2026-04-04 19:42:36,S99659,mobile
U0884,P0071,add_to_cart,2026-04-18 19:04:16,S27727,web
U0931,P0500,view,2026-04-13 20:33:55,S30715,web
U0070,P0286,click,2026-02-12 11:33:48,S29073,tablet
U0031,P0392,add_to_cart,2026-03-13 14:58:23,S49760,console
U0764,P0479,add_to_cart,2026-02-08 06:50:32,S23994,mobile
U0190,P0014,add_to_cart,2026-04-07 20:38:43,S90263,mobile
U0611,P0119,view,2026-04-17 00:56:58,S57089,mobile
U0705,P0400,purchase,2026-02-06 18:17:20,S89260,web
U0730,P0333,add_to_cart,2026-02-12 14:06:25,S74414,web
U0141,P0084,view,2026-02-17 01:10:24,S63554,mobile
U0948,P0139,purchase,2026-02-17 07:23:05,S36812,mobile
U0182,P0475,purchase,2026-04-08 17:50:17,S52584,web
U0909,P0127,purchase,2026-03-12 01:31:22,S89682,tablet
U0845,P0195,add_to_cart,2026-03-11 22:15:51,S84964,tablet
U0550,P0269,click,2026-03-27 03:58:48,S69193,web
U0847,P0450,click,2026-02-20 18:53:07,S80499,web
U0753,P0021,purchase,2026-03-27 22:57:40,S16461,mobile
U0299,P0226,purchase,2026-02-27 10:24:35,S70469,mobile
U0433,P0151,click,2026-04-18 18:49:20,S28643,web
U0850,P0331,purchase,2026-01-31 18:13:42,S24833,mobile
U0798,P0300,view,2026-03-11 15:03:26,S52396,web
U0026,P0092,purchase,2026-04-05 07:21:07,S69596,mobile
U0257,P0166,view,2026-02-04 03:19:12,S24963,tablet
U0461,P0325,add_to_cart,2026-01-30 19:04:17,S60343,tablet
U0811,P0500,view,2026-03-09 20:02:14,S59886,mobile
U0787,P0088,add_to_cart,2026-04-02 05:27:52,S31249,mobile
U0184,P0394,click,2026-03-14 11:12:58,S50569,tablet
U0788,P0493,purchase,2026-02-25 22:48:30,S33684,mobile
U0921,P0068,view,,S43175,mobile
U0470,P0255,purchase,,S89689,web
U0244,P0112,purchase,2026-03-19 14:55:59,S67917,mobile
U0616,P0308,click,2026-02-20 19:55:41,S46452,tablet
U0644,P0286,view,2026-01-26 06:43:47,S29432,mobile
U0669,P0179,click,2026-02-07 01:10:50,S97424,tablet
U0859,P0309,add_to_cart,2026-03-03 03:11:35,S16426,mobile
U0427,P0092,view,2026-04-16 10:21:14,S90096,tablet
U0709,P0359,view,2026-03-19 21:04:46,S57210,mobile
U0096,P0394,add_to_cart,2026-03-02 13:25:09,S59668,mobile
U0777,P0219,click,2026-02-26 17:08:30,S27635,mobile
U0712,P0441,add_to_cart,2026-03-03 19:11:21,S64232,tablet
U0215,P0357,view,2026-04-08 02:07:06,S24326,tablet
U0748,P0323,click,2026-03-22 22:01:09,S47642,web
U0624,P0435,add_to_cart,2026-02-22 19:07:44,S85385,tablet
U0363,P0475,view,2026-04-08 20:29:05,S75063,tablet
U0747,P0324,purchase,2026-03-24 06:33:00,S89876,mobile
U0726,P0149,view,2026-01-20 04:18:13,S13143,web
U0641,P0408,click,2026-02-15 22:24:09,S64346,web
U0047,P0171,add_to_cart,2026-04-01 23:12:38,S37831,mobile
U0656,P0104,add_to_cart,2026-02-21 02:28:11,S50340,web
U0519,P0282,add_to_cart,2026-01-20 04:08:40,S99893,web
U0350,P0203,click,2026-02-11 07:03:50,S53321,web
U0945,P0345,purchase,2026-03-21 01:17:40,S94626,mobile
U0494,P0080,purchase,2026-03-29 12:12:03,S70616,web
U0951,P0381,click,2026-03-27 10:53:55,S84048,tablet
U0695,P0162,click,2026-02-15 21:01:20,S99848,web
U0819,P0470,add_to_cart,2026-01-28 05:26:09,S46760,mobile
U0348,P0193,view,2026-04-03 22:03:08,S61061,mobile
U0610,P0060,add_to_cart,2026-04-20 11:27:02,S14145,web
U0424,P0045,purchase,2026-02-19 13:31:44,S69232,web
U0222,P0269,add_to_cart,2026-02-11 04:05:10,S59049,mobile
U0797,P0104,click,2026-03-17 18:25:21,S13268,web
U0927,P0257,view,2026-02-13 12:22:59,S73369,tablet
U0895,P0269,add_to_cart,,S22878,tablet
U0693,P0068,view,2026-01-24 16:43:30,S60801,tablet
U0886,P0268,click,2026-01-20 11:19:20,S15771,tablet
U0869,P0305,click,2026-03-03 16:59:54,S16047,mobile
U0534,P0393,add_to_cart,2026-01-22 21:01:41,S50913,tablet
U0914,P0108,add_to_cart,2026-02-14 07:00:37,S47560,web
U0546,P0164,purchase,2026-04-15 04:17:00,S45737,mobile
U0162,P0141,click,2026-01-21 22:40:50,S83351,tablet
U0105,P0106,add_to_cart,2026-03-31 11:35:44,S45527,mobile
U0966,P0361,add_to_cart,2026-04-03 08:54:49,S32449,mobile
U0319,P0314,add_to_cart,2026-03-30 16:09:09,S16648,mobile
U0030,P0242,click,2026-02-02 13:57:59,S17051,mobile
U0437,P0201,view,2026-04-20 21:42:14,S87693,tablet
U0857,P0354,purchase,2026-04-08 12:56:52,S50952,web
U0838,P0102,click,2026-03-20 20:40:21,S27274,mobile
U0833,P0411,purchase,2026-02-01 16:35:14,S50683,tablet
U0660,P0364,purchase,2026-03-21 08:26:08,S39333,mobile
U0882,P0459,add_to_cart,2026-03-07 14:16:30,S34032,tablet
U0940,P0341,add_to_cart,2026-03-02 16:30:12,S73898,mobile
U0067,P0244,click,2026-03-05 17:25:37,S70455,mobile
U0290,P0394,add_to_cart,2026-04-07 20:55:24,S26697,tablet
U0106,P0208,click,2026-03-02 20:14:55,S95124,mobile
U0812,P0155,purchase,2026-03-12 21:30:02,S64190,mobile
U0636,P0125,view,2026-03-22 13:58:27,S18658,web
U0214,P0417,purchase,2026-03-16 20:39:05,S54852,tablet
U0711,P0121,view,2026-04-14 02:50:09,S85260,web
U0118,P0304,purchase,2026-03-02 20:12:36,S22799,web
U0181,P0158,purchase,2026-01-28 21:46:55,S24253,tablet
U0834,P0306,purchase,2026-03-02 17:59:48,S94540,tablet
U0063,P0047,view,2026-02-06 21:08:42,S93379,mobile
U0776,P0076,view,2026-03-18 19:20:32,S48207,web
U0631,P0296,purchase,2026-02-14 07:29:16,S99327,web
U0307,P0292,add_to_cart,2026-03-16 12:32:03,S21703,tablet
U0009,P0314,purchase,2026-02-05 10:42:39,S18180,web
U0923,P0282,click,2026-01-20 20:23:24,S57086,mobile
U0882,P0145,click,2026-02-19 15:43:05,S87353,web
U0641,P0163,purchase,2026-03-12 13:53:32,S67041,smart_tv
U0217,P0340,view,2026-03-21 05:03:48,S34671,tablet
U0394,P0432,add_to_cart,2026-03-14 05:37:00,S47810,tablet
U0129,P0069,click,2026-01-29 23:36:25,S12058,mobile
U0739,P0454,purchase,2026-04-14 15:54:03,S27796,mobile
U0141,P0329,purchase,2026-03-19 22:00:23,S65797,tablet
U0185,P0233,purchase,2026-03-31 16:23:08,S60425,web
U0232,P0096,purchase,2026-04-07 00:16:13,S85751,web
U0868,P0375,view,2026-03-25 09:48:11,S63849,tablet
U0591,P0188,click,2026-01-24 20:41:08,S73342,tablet
U0378,P0058,purchase,2026-04-18 02:54:54,S28623,tablet
U0749,P0270,add_to_cart,2026-03-20 18:49:17,S20254,tablet
U0912,P0313,click,2026-02-20 17:12:05,S92662,tablet
U0680,P0492,click,2026-04-17 23:04:18,S80673,tablet
U0320,P0314,click,2026-03-04 19:28:47,S11413,web
,P0263,purchase,2026-04-03 12:04:12,S65183,web
U0984,P0409,add_to_cart,2026-02-26 06:05:55,S14630,tablet
U0946,P0306,add_to_cart,2026-04-02 09:28:56,S18050,tablet
U0485,P0297,view,,S96025,web
U0829,P0378,click,2026-02-25 17:38:58,S20814,mobile
U0518,P0040,add_to_cart,2026-02-21 04:49:32,S90713,web
U0282,P0440,add_to_cart,2026-01-21 04:03:41,S89144,mobile
U0932,P0303,view,2026-04-14 16:15:43,S58466,mobile
U0268,P0401,view,2026-03-23 06:34:59,S79125,mobile
U0352,P0044,view,2026-04-06 05:36:44,S75004,web
U0789,P0197,view,2026-04-14 16:01:35,S93568,mobile
U0216,P0296,add_to_cart,2026-01-26 23:23:02,S44654,mobile
U0054,P0086,purchase,2026-03-12 17:20:20,S49500,web
U0765,P0486,view,2026-03-09 14:12:07,S72205,
U0149,P0272,purchase,2026-01-21 10:30:52,S68827,web
U0695,P0162,click,2026-02-01 19:20:37,S93548,web
U0980,P0433,purchase,2026-04-08 23:44:27,S45728,web
U0277,P0137,click,2026-02-21 23:49:26,S86569,web
U0473,P0396,view,2026-04-16 21:26:05,S35549,tablet
U0346,P0347,view,2026-03-01 19:56:16,S11386,tablet
U0009,P0426,click,2026-01-21 14:58:23,S22805,tablet
U0107,P0351,purchase,2026-03-05 07:59:19,S47132,web
U0198,P0018,click,2026-04-09 03:20:50,S17455,tablet
U0673,P0458,view,2026-04-06 23:13:54,S25963,tablet
U0981,P0062,click,2026-04-07 04:43:47,S59277,tablet
U0783,P0461,view,2026-02-03 06:42:31,S43205,web
U0479,P0339,click,2026-04-11 16:30:33,S46226,web
U0709,P0463,add_to_cart,2026-02-21 05:53:49,S19698,web
U0796,P0032,purchase,2026-03-10 12:06:41,S17872,web
U0979,P0417,add_to_cart,2026-02-11 16:02:27,S19096,web
U0951,P0103,purchase,2026-02-11 23:30:04,S74494,mobile
U0148,P0277,purchase,2026-02-16 22:21:13,S94323,mobile
U0935,P0227,add_to_cart,2026-02-02 01:16:09,S19557,mobile
U0586,P0373,add_to_cart,2026-03-18 00:40:59,S75234,mobile
U0669,P0328,click,2026-01-24 14:13:01,S44922,mobile
U0717,P0169,purchase,2026-04-03 00:08:05,S77552,tablet
U0963,P0395,purchase,2026-03-22 15:52:34,S62941,tablet
U0800,P0416,click,2026-03-30 08:13:22,S10433,web
U0978,P0353,purchase,2026-02-04 20:39:09,S80163,web
U0342,P0350,add_to_cart,2026-03-12 02:00:34,S92873,tablet
U0093,P0188,add_to_cart,2026-01-30 16:44:05,S48005,tablet
U0208,P0091,click,2026-03-10 06:57:15,S49173,tablet
U0400,P0459,click,2026-04-10 13:04:49,S73766,mobile
U0907,P0324,purchase,2026-02-13 05:05:42,S14679,mobile
,P0369,view,2026-03-23 14:09:16,S18256,tablet
U0659,P0158,purchase,2026-03-29 16:21:31,S12151,mobile
U0348,P0029,add_to_cart,2026-01-25 14:45:50,S25491,mobile
U0827,P0335,purchase,2026-04-16 19:32:08,S29523,tablet
U0594,P0120,click,2026-01-24 05:09:18,S74080,tablet
U0020,P0242,click,2026-02-20 23:37:17,S27109,mobile
U0177,P0324,click,2026-02-28 03:32:32,S69793,tablet
U0175,P0428,click,2026-02-02 04:09:25,S75161,tablet
U0819,P0316,view,2026-01-28 07:22:40,S65864,web
U0831,P0428,purchase,2026-03-02 04:23:53,S99664,tablet
U0559,P0071,add_to_cart,2026-02-16 01:39:35,S87736,mobile
U0344,P0033,click,2026-02-24 05:08:32,S64415,mobile
U0714,P0190,view,2026-03-17 08:52:14,S86282,mobile
,P0052,purchase,2026-02-09 00:34:08,S73827,mobile
U0007,P0004,view,2026-01-31 23:43:46,S87821,web
U0427,P0356,purchase,2026-04-18 04:37:12,S37021,mobile
,P0139,purchase,2026-03-13 08:42:39,S32878,tablet
U0709,P0020,view,2026-03-24 22:17:02,S21537,tablet
U0847,P0401,add_to_cart,2026-03-05 15:14:51,S10599,tablet
U0242,P0099,click,2026-03-28 03:29:01,S91123,web
U0884,P0390,view,2026-03-20 22:48:31,S96419,mobile
U0284,P0028,view,2026-02-03 05:25:58,S99816,web
U0510,P0091,view,2026-04-15 01:34:11,S17081,tablet
U0373,P0146,view,2026-03-16 09:09:09,S53816,tablet
U0825,P0456,purchase,2026-01-25 03:48:06,S16875,tablet
U0181,P0081,click,2026-03-23 18:44:49,S25212,mobile
U0917,P0121,purchase,2026-04-05 21:06:30,S52725,web
U0204,P0383,add_to_cart,2026-02-18 04:00:35,S52746,mobile
U0101,P0122,purchase,2026-02-14 13:40:21,S38922,mobile
U0483,P0300,purchase,2026-01-26 15:52:09,S28997,mobile
U0951,P0313,purchase,2026-02-11 14:06:08,S58953,mobile
U0469,P0369,view,2026-04-10 13:03:21,S45349,mobile
U0344,P0066,click,2026-04-18 20:42:16,S17818,web
U0140,P0057,purchase,2026-03-19 15:13:37,S32439,web
U0226,P0454,add_to_cart,2026-04-07 05:42:30,S93623,tablet
U0928,P0088,view,2026-01-31 14:59:21,S78389,web
U0883,P0111,purchase,2026-03-20 10:09:51,S11901,tablet
U0439,P0377,view,2026-02-20 11:54:59,S66917,tablet
U0228,P0457,view,2026-04-03 00:11:05,S64758,mobile
U0042,P0241,click,2026-03-15 19:20:15,S61684,web
U0830,P0409,click,2026-03-18 18:01:58,S41524,mobile
U0572,P0386,click,2026-04-18 14:48:16,S38574,mobile
U0368,,view,2026-04-12 03:18:12,S12087,web
U0686,P0157,view,2026-04-20 16:43:19,S84760,tablet
U0598,P0013,purchase,,S63131,mobile
U0809,P0447,add_to_cart,2026-04-10 16:54:16,S93021,mobile
U0882,P0322,click,2026-03-10 12:07:14,S79588,mobile
U0304,P0219,add_to_cart,2026-04-19 22:18:01,S81098,tablet
U0814,P0107,click,2026-04-09 12:13:20,S17184,tablet
U0969,P0466,add_to_cart,2026-01-26 04:02:24,S60194,web
U0477,P0317,click,2026-03-07 13:20:29,S32972,tablet
U0573,P0361,click,2026-04-01 07:27:12,S28141,web
U0245,P0277,click,2026-04-13 17:25:17,S86037,tablet
U0215,P0386,view,2026-03-02 12:50:30,S45043,tablet
U0697,P0217,add_to_cart,2026-01-26 02:18:25,S58865,web
U0464,P0249,click,2026-03-21 19:21:57,S98907,tablet
U0922,P0150,purchase,2026-04-09 13:24:13,S98251,tablet
U0829,P0482,click,2026-02-13 16:40:14,S21443,mobile
U0401,P0460,view,2026-02-25 02:48:05,S24334,mobile
U0283,P0058,view,2026-03-24 05:28:46,S36772,tablet
U0975,P0322,click,2026-02-26 15:09:56,S99443,tablet
U0955,P0068,purchase,2026-03-05 15:17:47,S68177,tablet
U0661,P0011,add_to_cart,2026-02-13 02:17:30,S12888,mobile
U0855,P0486,add_to_cart,2026-03-13 21:04:11,S54930,tablet
U0662,P0403,add_to_cart,2026-03-23 21:36:12,S97274,tablet
U0543,P0432,purchase,2026-03-19 11:04:16,S84350,mobile
U0920,P0405,add_to_cart,2026-02-10 09:27:59,S39724,web
U0381,P0498,add_to_cart,2026-01-26 05:24:03,S56284,web
U0467,P0490,view,2026-04-09 05:51:15,S80165,web
U0187,P0499,view,2026-04-20 05:35:17,S31135,mobile
U0120,P0022,add_to_cart,2026-04-03 04:36:17,S67788,web
U0379,P0095,view,2026-04-01 01:15:46,S97235,web
U0353,P0076,add_to_cart,2026-03-18 19:39:21,S31311,tablet
U0309,P0063,click,2026-03-12 18:10:59,S29055,web
U0951,P0164,view,2026-01-20 19:53:04,S76507,web
U0663,P0362,add_to_cart,2026-03-21 10:33:08,S85199,tablet
U0151,P0410,purchase,2026-03-04 04:05:21,S72781,mobile
U0143,P0348,click,2026-02-28 00:54:10,S62642,tablet
U0862,P0113,purchase,2026-03-06 03:22:01,S52777,mobile
U0623,P0329,view,2026-04-04 19:10:00,S39116,web
U0201,P0012,click,2026-03-29 16:13:07,S98744,tablet
U0981,P0045,purchase,2026-02-13 17:51:26,S51649,tablet
U0620,P0262,click,2026-04-15 13:08:45,S62108,mobile
U0734,P0438,purchase,2026-03-08 14:03:28,S58867,mobile
U0292,P0177,add_to_cart,2026-02-28 16:13:22,S83535,mobile
U0221,P0373,purchase,2026-03-14 16:06:39,S47831,mobile
U0826,P0373,purchase,2026-03-14 05:04:53,S86962,tablet
U0089,P0074,view,2026-02-27 17:16:48,S78852,web
U0068,P0478,purchase,2026-01-31 00:14:27,S63668,tablet
U0937,P0140,purchase,2026-02-11 20:14:11,S70570,tablet
U0582,P0387,view,2026-02-14 06:46:20,S60039,web
U0568,P0252,click,2026-02-27 21:18:24,S49834,web
U0573,P0379,purchase,2026-02-17 00:58:37,S10320,mobile
U0269,P0154,purchase,2026-02-04 23:48:16,S97282,web
U0428,P0092,purchase,2026-04-18 23:28:33,S42079,mobile
U0123,P0392,add_to_cart,2026-03-24 02:25:45,S88497,tablet
U0371,P0298,purchase,2026-04-02 15:52:36,S43804,tablet
U0703,P0244,click,2026-03-08 18:39:37,S85400,mobile
U0866,P0133,view,2026-04-04 02:07:49,S29154,web
U0473,P0450,view,2026-03-06 05:56:45,S16932,web
U0370,P0215,add_to_cart,2026-01-26 10:33:12,S48228,tablet
U0655,P0480,click,2026-03-26 07:03:23,S92317,mobile
U0784,P0049,view,2026-03-30 11:44:44,S51446,tablet
U0820,P0155,add_to_cart,2026-04-17 13:11:56,S22561,tablet
U0594,P0181,view,2026-01-21 04:59:10,S77917,web
U0382,P0399,purchase,2026-03-13 12:23:25,S31368,mobile
U0224,P0080,view,2026-02-13 20:20:24,S90403,tablet
U0852,P0488,click,2026-03-14 16:45:57,S20013,mobile
U0839,P0068,click,2026-03-22 12:40:40,S50838,tablet
U0372,P0072,purchase,2026-04-06 19:02:46,S54832,mobile
U0727,P0156,click,2026-02-04 08:05:44,S26870,tablet
U0146,P0353,view,2026-02-28 04:33:49,S37504,mobile
U0081,P0218,click,2026-01-29 00:41:04,S73472,web
U0044,P0101,click,2026-01-24 18:41:42,S87748,mobile
U0481,P0061,add_to_cart,2026-01-25 02:24:43,S49537,tablet
U0011,P0387,click,2026-02-04 21:54:38,S36922,tablet
U0923,P0103,view,2026-04-15 12:47:56,S13835,mobile
U0150,P0434,add_to_cart,2026-04-04 12:39:51,S56163,mobile
U0876,P0257,view,2026-03-25 20:45:41,S18957,mobile
U0840,P0297,click,2026-03-28 07:54:02,S35106,web
U0176,P0462,click,2026-02-01 07:47:31,S76085,tablet
U0487,P0188,view,2026-03-17 03:54:27,S33704,web
U0389,P0218,view,2026-03-26 08:17:05,S63422,mobile
U0780,P0161,click,2026-03-20 04:00:59,S78121,mobile
U0508,P0391,add_to_cart,2026-04-20 10:29:44,S83024,tablet
U0042,P0043,add_to_cart,2026-03-24 04:12:47,S60434,web
U0468,P0308,add_to_cart,2026-04-17 16:09:50,S39605,tablet
U0418,P0149,purchase,2026-02-13 02:32:03,S72347,tablet
U0377,P0092,click,2026-04-16 17:54:01,S98092,mobile
U0406,P0225,click,2026-02-04 05:13:11,S61748,web
U0712,P0303,click,2026-02-10 02:21:21,S57672,mobile
U0347,P0103,purchase,2026-02-04 08:28:42,S65666,tablet
U0512,P0143,add_to_cart,2026-04-12 14:34:19,S56674,web
U0683,P0309,purchase,2026-03-23 18:37:12,S46554,mobile
U0787,P0233,click,2026-02-04 09:07:38,S74138,web
U0237,P0322,view,2026-01-23 03:37:35,S16927,mobile
U0511,P0348,click,2026-02-11 13:55:52,S89244,tablet
U0335,P0079,add_to_cart,2026-04-09 22:41:28,S22626,mobile
U0677,P0385,purchase,2026-03-20 07:21:07,S48477,tablet
U0510,P0252,add_to_cart,2026-03-30 12:30:38,S80848,tablet
U0019,P0488,click,,S60283,web
U0323,P0437,purchase,2026-03-17 16:44:08,S14716,mobile
U0182,P0286,add_to_cart,2026-04-20 05:58:34,S74419,web
U0138,P0160,purchase,2026-03-23 03:58:56,S84560,tablet
U0503,P0338,purchase,2026-03-21 20:28:15,S30487,tablet
U0058,P0201,add_to_cart,2026-03-24 21:31:09,S59518,tablet
U0693,P0181,add_to_cart,2026-03-02 02:14:10,S13689,tablet
U0047,P0066,add_to_cart,2026-03-05 21:15:41,S13525,tablet
U0350,P0195,click,2026-03-15 12:33:58,S56840,web
U0360,P0029,view,2026-02-20 08:32:32,S94945,web
U0607,P0044,click,2026-02-28 04:10:03,S54249,mobile
U0021,P0276,add_to_cart,2026-01-24 16:46:52,S96214,web
U0582,P0264,purchase,2026-02-23 00:44:34,S71564,tablet
U0023,P0163,purchase,2026-04-03 14:12:37,S52260,tablet
U0101,P0414,purchase,2026-02-01 07:29:48,S54035,web
U0515,P0416,add_to_cart,2026-02-10 22:23:06,S49258,web
U0993,P0224,view,2026-03-24 23:08:08,S19872,tablet
U0220,P0148,add_to_cart,2026-01-26 10:49:30,S85172,web
U0824,P0116,click,2026-04-04 03:26:56,S87576,web
U0280,P0035,purchase,2026-03-15 07:38:10,S55523,mobile
U0668,P0422,add_to_cart,2026-03-25 10:55:09,S66742,tablet
U0553,P0161,view,2026-03-14 14:38:50,S42933,tablet
U0528,P0233,view,2026-01-22 22:51:32,S77662,mobile
U0591,P0256,view,2026-04-14 17:00:49,S45118,tablet
U0546,P0415,purchase,2026-04-02 22:49:10,S17848,tablet
U0206,P0187,purchase,2026-02-07 08:45:06,S29722,tablet
U0702,P0392,add_to_cart,2026-03-16 14:56:13,S51766,mobile
U0650,P0105,purchase,2026-02-23 10:27:03,S94678,mobile
U0263,P0352,view,2026-03-12 08:40:58,S24884,mobile
U0197,P0015,view,2026-02-28 16:53:58,S73620,tablet
U0447,P0217,click,2026-02-14 05:48:07,S45744,mobile
U0030,P0133,add_to_cart,2026-04-14 20:03:02,S33066,tablet
U0873,P0022,purchase,2026-01-22 02:00:51,S21000,web
U0617,P0153,click,2026-03-13 13:13:56,S98037,tablet
U0907,P0047,purchase,2026-02-06 08:35:38,S24671,tablet
U0753,P0257,click,,S78846,web
U0509,P0453,click,2026-02-19 21:50:19,S26027,web
U0338,P0427,purchase,2026-02-19 15:23:46,S38574,mobile
U0110,P0090,view,2026-02-24 16:00:02,S63526,web
U0884,P0302,click,2026-03-23 19:25:22,S59113,tablet
U0972,P0058,add_to_cart,2026-03-30 15:25:45,S72240,tablet
U0253,P0494,add_to_cart,2026-02-07 13:12:58,S72288,tablet
U0377,P0421,add_to_cart,2026-01-22 23:29:53,S89405,mobile
U0862,P0379,click,2026-04-18 08:43:34,S43158,tablet
U0394,P0159,add_to_cart,2026-04-17 04:26:37,S80111,mobile
U0879,P0227,purchase,2026-01-21 14:18:28,S43493,web
U0093,P0480,view,2026-02-27 07:39:35,S31001,web
U0647,P0163,purchase,2026-01-24 09:58:38,S20498,web
U0483,P0378,purchase,2026-03-03 15:22:40,S23159,mobile
U0716,P0134,click,2026-03-06 15:19:24,S88920,tablet
U0833,P0281,add_to_cart,2026-03-19 00:59:44,S16828,tablet
U0657,P0095,purchase,2026-04-12 04:57:17,S10403,web
U0205,P0322,add_to_cart,2026-03-01 20:57:52,S20778,mobile
